Device,Device Type,Vendor,Model,Software Version,EIGRP Enabling,ISIS Enabling,OSPF Enabling,BGP Enabling,MC-LAG Enabling,VXLAN Enabling,NAT Enabling
bjta002137-CE1,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bjta002235-SW4,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
bjta002237-SW2,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
bjta002238-SW3,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
bjta002302-SW8,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
bjta002303-SW9,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
bjta002439-SW10,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
bjta002440-SW11,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
bjta002443-SW12,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
bjta002444-SW13,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
bjta002444-SW14,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
l1,F5 Load Balancer,F5,"BIG-IP Virtual Edition",16.1.2.1 0.0.10 Point Release 1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
qapp-7024p,3Com Switch,3Com,test,"PowerConnect 7024P, 5.1.1.7, VxWorks 6.6",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
qapp-aruba3200,Aruba WLC,Aruba,Aruba3200,6.4.2.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
qapp-c3560-2,Cisco IOS Switch,Cisco,WS-C3560G-24TS,12.2(53)SE2,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
qapp-cisco-iap,Cisco WAP,Cisco,AIR-AP1262N-C-K9,15.2(2)JB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
qapp-sonicwall,Dell Sonicwall,Dell,SonicWALL NSA,SonicOS Enhanced 6.1.2.3-20n,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
qapp-vwlc,Cisco WLC,Cisco,Virtual Wireless LAN Controller,8.0.110.0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw2960-104,Cisco IOS Switch,Cisco,Catalyst 29xxStack,12.2(55)SE7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw2960-105,Cisco IOS Switch,Cisco,Catalyst 29xxStack,12.2(55)SE7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw2960-106,Cisco IOS Switch,Cisco,Catalyst 29xxStack,12.2(53)SE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw2960-107,Cisco IOS Switch,Cisco,Catalyst 29xxStack,12.2(55)SE8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw2960-109,Cisco IOS Switch,Cisco,Catalyst 29xxStack,12.2(55)SE8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw2960-121,Cisco IOS Switch,Cisco,Catalyst 29xxStack,15.0(2)EX5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw2960-133,Cisco IOS Switch,Cisco,Catalyst 29xxStack,15.0(2)EX5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw3560-123,Cisco IOS Switch,Cisco,Catalyst 3560X-24,12.2(55)SE8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
sw3850-102,Cisco IOS Switch,Cisco,Catalyst 3850-24P,15.0(1)EX3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ASARouter,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
BJ_L2_test_1,Cisco IOS Switch,Cisco,WS-C3750-24TS,12.2(55)SE4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CA-YVR-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
CE2-MX,Juniper Router,Juniper,MX150,14.1R4.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CE3-MX,Juniper Router,Juniper,MX150,14.1R4.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CE4-MX,Juniper Router,Juniper,MX150,14.1R4.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CE4-MX:r2,Juniper Router,Juniper,MX150,14.1R4.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
CE4-MX:r3,Juniper Router,Juniper,MX150,14.1R4.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
EIGRP-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIGRP-R10,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
EIGRP-R11,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIGRP-R2,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIGRP-R5,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Emu_NB_NYC_MGMT,Cisco Router,Cisco,CGS-MGS-AGS,15.2(CML_NIGHTLY_20150703)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
ISIS-R6,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
Multicast-R05,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Multicast-R07,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Multicast-R09,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Multicast-R22,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
Multicast-Receiver4,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Multicast-Receiver5,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
Multicast-Receiver6,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
NBLAB-IOS-CE1,Cisco Router,Cisco,CGS-MGS-AGS,15.7(3)M2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
NBLAB-IOS-CE2,Cisco Router,Cisco,CGS-MGS-AGS,15.7(3)M2,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
NBLAB-XR-PE3,Cisco IOS XR,Cisco,IOSXRV,6.0.0[Default],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NBLAB-XR-PE4,Cisco IOS XR,Cisco,IOSXRV,6.0.0[Default],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NIC-Lab-CE1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
NIC-Lab-XR2,Cisco IOS XR,Cisco,IOSXRV,6.0.0[Default],FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
OSPFv3-R11,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R13,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R14,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R15,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R19,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R23,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R27,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R30,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R31,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R37,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
OSPFv3-R43,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
P4-QFX,Opengear Infrastructure Manager,Opengear,,"Juniper Networks, Inc. vqfx-10000 Ethernet Switch, kernel JUNOS 17.4R1.16, Build date: 2017-12-19 22:53:10 UTC Copyright (c) 1996-2017 Juniper Networks, Inc.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
PE2-MX,Juniper Router,Juniper,MX150,14.1R4.8,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
Scl-Acc-2960X-02,Cisco IOS Switch,Cisco,WS-C2960XR-48TS-I,15.0(2)EX5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
US-DFW-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US-NYC-DMZ-SW1,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
US-NYC-Enterprise-SW1,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
US-NYC-Production-SW1,Cisco IOS Switch,Cisco,3560E,15.2(HI_20170202)FLO_DSGS7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
US-Portland-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US-SAN-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
US-SMF-R1,Cisco Router,Cisco,CGS-MGS-AGS,15.4(2)T4,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
